nome;tipo;marca;categoria;cor;modelo
Mixs MX5 Times;Capacete;Mixs;AutomÛveis e VeÌculos;None;None
Perfume Prada Deluxe Masculino Eau de Toilette 100ml - Prada;Perfume;Prada;CosmÈticos e Perfumaria;None;None
Cartucho Color 5 p/ X2690 e X4690 - Lexmark;Cartucho;Lexmark;Inform·tica;None;None
Galheteiro Euro Home 80721 c/ Suporte - 4 PeÁas;Suporte;Euro Home;ConstruÁ„o e Ferramentas;None;mpt10cr
Desodorante feminino Crystal Pink 175ml aerosol - Rexona;Desodorante;Rexona;CosmÈticos e Perfumaria;None;None
Celular desbloqueado ideos u8150 preto/azul huawei;Celular;Huawei;Telefonia;None;56tbe
Cobre Leito King Beline com 5 PeÁas Dourado - Enxovais Aquarela;Cobre Leito;Enxovais Aquarela;Casa e DecoraÁ„o;None;None
Cartucho de Tinta Magenta T063320 para Stylus - Epson;Cartucho;Epson;Inform·tica;None;t063320
Trapp SL-30 B ElÈtrico;Cortador de Grama;Trapp;ConstruÁ„o e Ferramentas;None;None
Telefone BRM 1218 - Ibratele;Telefone;Ibratele;Telefonia;None;None
Leadership 7636 AlfanumÈrico;Teclado;Leadership;Inform·tica;None;ps/2
Perfume Puma Create Woman Puma Eau de Toilette Feminino 75 ml;Perfume;Puma;CosmÈticos e Perfumaria;None;None
Multifuncional Jato de Tinta Colorida S308 c/ Wireless Leitor de Cartıes Picture Bridge Lexmark;Impressora;Lexmark;Inform·tica;None;None
Jogo de Cama Casal 200 Fios - Poesie - Camesa;Jogo de LenÁol;Camesa;Casa e DecoraÁ„o;None;None
Estojo Porta CD/DVD para 32 peÁas Preto 2109 - Clone;Estojo;Clone;Papelaria e EscritÛrio;Preto;None
Forno ElÈtrico Super Cook Premium 32L - FR-03 - Mondial 110V;Forno;Mondial;EletrodomÈsticos;None;fr-03
Coifa de parede venere 700 inox c/ vidro 220v cata;Exaustor;Cata;EletrodomÈsticos;Inox;None
Almofada Mania Pitbom PI244MR Marrom - Imaginarium;Almofada;Imaginarium;Casa e DecoraÁ„o;None;None
”culos Performance Retego A 376 6052 - Adidas;Oculos;Adidas;Moda e AcessÛrios;None;None
Guitarra s fio 10bot usb/p2 16015 pr/br/vm clone;Guitarra;Clone;Instrumentos Musicais;None;None
Tilibra Jolie Di·ria Espiral 2012;Agenda;Tilibra;None;None;None
Arm·rio Organizador Limeira Alto  Cinza - Politorno;Armario;Politorno;Casa e DecoraÁ„o;None;None
AOC LE32W157 LED Plana 32 Polegadas;TV;AOC;EletrÙnicos;None;None
Andador dj 04067648360000 magia chicco;Andador;Chicco;BebÍs e Cia;None;None
Lumin·ria 5 LEDs por Energia Solar com Sensor de Movimento - Ecoforce;Lumin·ria;Ecoforce;Casa e DecoraÁ„o;None;None
Edredom Solteiro SatinÈe Bordeaux 300 Fios - Kacyumara;Edredom;Kacyumara;Casa e DecoraÁ„o;None;None
Desodorante for men fresh active 150ml/93G aerosol  - NÌvea;Desodorante;NÌvea;CosmÈticos e Perfumaria;None;None
Asics Gel Frantic 5;TÍnis;Asics;None;None;None
Boneca Barbie Escola de Princesas Mini Fada & Drag„o Rosa - Mattel;Barbie;Mattel;Brinquedos;Rosa;None
Viol„o CSR CKCA 1 Ac˙stico;Viol„o;CSR;None;None;None
M·scara Fortalecedora Pantene Intensiva RestauraÁ„o Profunda 300 ml;Creme de Tratamento;Pantene;CosmÈticos e Perfumaria;None;None
Blusa Unissex Colorida Azul N∫5 - Bichinho Chic;Blusa;Bichinho Chic;None;None;None
TÍnis Converse Core Ox preto tamanho 42 - All Star;TÍnis;All Star;None;None;None
Estrela Tapa Certo Carros 2;Game;Estrela;Brinquedos;None;None
Bota Edge Hiker verde tamanho 43 - Timberland;Bota;Timberland;Moda e AcessÛrios;None;None
Notebook RV415-AD2 - Samsung;Notebook;Samsung;Inform·tica;None;None
Perfume L¥Eau Par Kenzo Eau Indigo Kenzo Eau de Toilette Masculino 50 ml;Perfume;Kenzo;CosmÈticos e Perfumaria;None;None
Colch„o Orium de Luxe Queen (158x198x30) - Mola Pocket, Pillow Top - Americanflex;Colch„o;Americanflex;Casa e DecoraÁ„o;None;None
"Mini Porta Retrato Digital DP-151 Visor LCD 1.5"" Formato de Chaveiro Bateria Branco - Coby";Porta Retrato;Coby;Casa e DecoraÁ„o;Branco;dp-151
Boog DPS2900 1800 Watts 2 Canais;MÛdulo de PotÍncia;Boog;AutomÛveis e VeÌculos;None;None
NOKIA C2-05 DESBLOQ;Celular;Nokia;None;None;None
Jogo Wii Wii Music - Activision;Game;Wii;Games;None;None
Corzus CR 702 140 Watts 2 Canais;MÛdulo de PotÍncia;Corzus;AutomÛveis e VeÌculos;None;cr702
Candide Invas„o Alien;Game;Candide;None;None;None
Colcha Home Design Vintage Bege Queen 200 Fios Percal - Corttex Casa;Colcha;Corttex;Casa e DecoraÁ„o;None;None
Vinho Tinto Chileno Notas D Guarda CarmenËre - Santa Helena;Vinho;Santa Helena;None;None;None
Refrigerador 458 Litros Copacabana RCCT480MDA2BR Branco 220v - Continental;Refrigerador;GE;EletrodomÈsticos;None;None
Luxcel PenÈlope Charmosa Oval;Estojo;Luxcel;Papelaria e EscritÛrio;None;None
Conjunto de Facas 3 PeÁas - Euro;Conjunto de Facas;Euro Home;Casa e DecoraÁ„o;None;None
Condicionador …h Revitalizante 300ml;Condicionador;Èh;CosmÈticos e Perfumaria;None;None
Suggar Aleluia 4,0 340 Superior 4 kg Branco;Lavadora de Roupa;Suggar;EletrodomÈsticos;Branco;None
Slik U 8000;C‚mera Digital;Slik;EletrÙnicos;None;None
Perfume Thrill Joop! Eau de Toilette Masculino 50 ml;Vaporizador;Joop!;EletrodomÈsticos;None;None
Philips Walita RI7546 ElÈtrica;Cafeteira;Philips;EletrodomÈsticos;None;ri7546
Jogo de Banho 2 PeÁas FrapÍ 100% Algod„o Felpuda Uva - Buddemeyer;Game;Buddemeyer;Casa e DecoraÁ„o;None;None
Colcha Matelass√™ King Natalie c/ 2 Porta-Travesseiros 300 Fios - Scavone;Colcha;Scavone;Casa e DecoraÁ„o;None;None
Colch„o Solteiro Laguna Back Saver (Bonnel) - Sealy;Colch„o;Sealy;Casa e DecoraÁ„o;None;None
Lumin·ria Sigma Alfa na cor Natural 12043 - Coza;Lumin·ria;Coza;Casa e DecoraÁ„o;None;None
Estojo e Suporte para iPad THZ02302US Vermelho - Targus;Luva;Targus;ConstruÁ„o e Ferramentas;None;None
Baby Style Mochila com trocador Dobr·vel;BerÁo;Baby Style;BebÍs e Cia;None;None
RelÛgio Casio Lithium LHT040CR AnalÛgico Masculino;RelÛgio;Casio;Moda e AcessÛrios;None;None
Pneu p/ Moto 90/90 18 M/C 57P Reinf Duracity Traseiro - Pirelli;Pneu;Pirelli;AutomÛveis e VeÌculos;None;None
Conjunto de Panelas Richwell com Tampa de Vidro em AÁo Inox - 6 PeÁas;Conjunto de Panelas;Richwell;None;None;bk3084
Piscina Infl·vel Ursinho Pooh 25lts - Intex;Piscina;Intex;Esporte e Lazer;None;5lt
How H2020;Navegador Gps;NavCity;EletrÙnicos;None;None
Philips Smart TV 40PFL7606D LED Plana 40 Polegadas;TV;Philips;EletrÙnicos;None;40pfl7606d
Polly Mundo da ¡gua Encantado - Mattel;Boneca;Mattel;BebÍs e Cia;None;None
Assadeira Funda 28 cm Antiaderente - Tramontina;Travessa;Tramontina;Casa e DecoraÁ„o;Preto;None
Mochila Laguna 60 Litros - Verde/Cinza - Nautika;Mochila;Nautika;Moda e AcessÛrios;None;None
Escada Banqueta de AÁo Branco 5007 - Mor;Banqueta;Mor;Casa e DecoraÁ„o;None;None
"ULTRABOOK ASUS UX21E-KX014V INTEL CORE I5 2467M(1.60GHZ) 4GB/HD128GB TELA 11.6"" LED PRATA METAL WINDOWS 7 PREMIUM";Processador;Asus;Inform·tica;None;None
Colch„o Light D28 Selado Casal (138x188x16) - Placa de Espuma D28 Selada - Ortobom;Colch„o;Ortobom;Casa e DecoraÁ„o;None;None
Gaggia Platinum Vision Expresso;M·quina de CafÈ Expresso;Gaggia;EletrodomÈsticos;None;None
Cama Malu Preta - Tamaho M  - Bichinho Chic;Cama;Bichinho Chic;Casa e DecoraÁ„o;None;None
Tapete Tec. New BouclÍ Colorido 58/51 1,5x2 - S„o Carlos;Tapete;S„o Carlos;Casa e DecoraÁ„o;None;None
Mochi de costas md 918a05 mundoaguas az peixonauta;Mochila;Pacific;Moda e AcessÛrios;None;918a05
Regata Barbie Rosa Malwee;Barbie;Malwee;Brinquedos;None;None
Condicionador Pantene Liso Extremo 750ml x 10IT - Procter & Gamble;Condicionador;Pantene;CosmÈticos e Perfumaria;None;None
Home Theater Sony BDV-L600 Sem Fio;Home Theater;Sony;EletrÙnicos;None;bdv-l600
Lizz Advanced;Secador;Lizz;EletrodomÈsticos;None;None
Bosch GKS 190 Circular;Serra;Bosch;ConstruÁ„o e Ferramentas;None;None
Condicionador pro-natural pureza refrescante 350ml - Seda;Condicionador;Seda;CosmÈticos e Perfumaria;None;None
Leite Nan FÛrmula Infantil sem Lactose 400g - NestlÈ;Leite;NESTLE;None;None;None
Jogo de cama Baby Classic Branco com Sianinha prata 233 Fios - Plumasul;Jogo de LenÁol;Plumasul;Casa e DecoraÁ„o;Branco;None
Gazin Candel·ria Queen;Colch„o;Gazin;Casa e DecoraÁ„o;None;None
Mochila de Carrinho Grande Cherry Romantic - Pacific;Mochila;Pacific;Moda e AcessÛrios;None;None
RelÛgio Masculino AnalÛgico Pulseira de AÁo GM10FZ/1B - Technos;RelÛgio;Technos;Moda e AcessÛrios;None;None
Electrolux Lite 1400 W;Aspirador de PÛ;Electrolux;EletrodomÈsticos;Azul;None
Mochila p/ notebook neoprene vgp-ccp5/r vm sony;Mochila;Sony;EletrÙnicos;None;vgp-ccp5
Viol„o Giannini GWNC1/7 ElÈtrico;Viol„o;Giannini;None;None;None
Carrinho trevi 5061479970070 fuego chicco;Carrinho de BebÍ;Chicco;BebÍs e Cia;None;None
R·dio Digital 7 Faixas Motobras;Aparelho de Som;Motobras;EletrÙnicos;None;None
C‚mera Digital J-1455 - GE;C‚mera Digital;GE;EletrÙnicos;None;j-1455
C‚mera Digital Coolpix S6100 - 16.0 MP - Nikon;C‚mera Digital;Nikon;EletrÙnicos;None;s6100
BalanÁa Plenna Beauty BEL-00600 Digital 150 Kg;BalanÁa Digital;Plenna;Casa e DecoraÁ„o;Branco;bel-00600
L‚mpada Compacta de 85W x 127v. Base e-27 Branca - FLC;L‚mpada;FLC;Casa e DecoraÁ„o;Branco;e-27
Cartucho HP56 Preto C6656AB - HP;Cartucho;HP;Inform·tica;None;None
CÙmoda Meu Fofinho c/ 4 gavetas, 1 porta e 1 compartimento - CM 4068 - Rosa - Art in MÛveis;CÙmoda;Art in MÛveis;Casa e DecoraÁ„o;None;None
ColoraÁ„o Nutrisse 59 Marrom - L'oreal;Tintura;L'OrÈal;CosmÈticos e Perfumaria;None;None
Black & Decker FT140 de Mesa;Forno;Black e Decker;EletrodomÈsticos;None;None
Pedaleira para Guitarra Line6 - JM4;Pedaleira;Linea6;None;None;None
Estante Sevilha  Branco - Politorno;Estante;Politorno;Casa e DecoraÁ„o;None;None
Barraca Iglu 3 Pessoas - Mor;Barraca;Mor;Esporte e Lazer;None;None
Ovo de P·scoa Madagascar N∫14 Chocolate ao Leite c/ Cereal Crocante c/ Copo 150g - Arcor;Ovo de P·scoa;Arcor;Alimentos e Bebidas;None;None
Acer Aspire 4745-7494 Intel Core i5-460M 2.53 GHz 4096 MB 500 GB;Notebook;Acer;Inform·tica;None;None
Candide B-Fast Jipe Ben 10;Carro Controle Remoto;Candide;EletrÙnicos;None;7func
Guarda-sol 1,80 m di‚metro verde 3718 mor;Guarda-Sol;Mor;Casa e DecoraÁ„o;Verde;None
Maxprint 60568-1 ”ptico;Mouse;Maxprint;Inform·tica;None;None
Pampers Noturna e Diurna G Descart·vel 10 Unidades;Fralda;Pampers;BebÍs e Cia;None;None
Micro-ondas Solo 23L Mirror Branco - LG;Microondas;LG;EletrodomÈsticos;Branco;None
Mio Moov S555;Navegador Gps;Mio;EletrÙnicos;None;s555
Quebra-CabeÁa Vila SÈsamo No Parque c/ 72 peÁas - Toyster;Quebra-CabeÁa;Toyster;Brinquedos;None;None
Ramal para Telefone sem Fio FOX1000S-R Preto e Cinza - Motorola;Telefone;Motorola;Telefonia;None;None
Mesa de Centro Master Imbuia-Preto - Artely;Mesa de Centro;Artely;Casa e DecoraÁ„o;None;None
Bolsa Big Branca - Imaginarium;Bolsa;Imaginarium;Moda e AcessÛrios;None;None
Cadence FRT200;Fritadeira ElÈtrica;Cadence;EletrodomÈsticos;None;frt200
DVD Player Karaok√™ (c/ Pontua√ß√£o) - DVD-C450KP/XAZ - c/ Fun√ß√£o CD-Ripping, Anynet+, Progressive Scan, Entradas p/ 2 Microfones e USB 2.0, Reproduz DivX, MP3, WMA, JPEG, CD-Ripping e Inclui Cabo A/V - Samsung;DVD Player;Samsung;EletrÙnicos;None;None
Roupao microfib poliest gg indigo corttexcasa;Roup„o;Corttex;Moda e AcessÛrios;None;un40d5500
Sap Filtros Smart Press;Purificador de ·gua;Sap Filtros;EletrodomÈsticos;Branco;av-41
Carregador veicular micro usb prt samsung;Carregador;Samsung;EletrÙnicos;None;42lw4500
Cuba Inox Embutir 146x296x145 mm c/ V·lvula - Linha Prime - Tramontina;Cuba;Tramontina;None;None;None
MP4 Player 3204 DUO FM-T 4GB Radio FM Amarelo - Energy Sistem;MP Player;Energy System;EletrÙnicos;None;None
RelÛgio X-Games XGPPA004 AnalÛgico Masculino;RelÛgio;X-Games;Moda e AcessÛrios;None;None
Conjunto de Frigideiras Francesa Antiaderente com Esp·tula - MTA;Conjunto de Frigideiras;MTA;Casa e DecoraÁ„o;None;None
Bagageiro Pacific 500 para Carros Nacionais e Importados, Sistema de Montagem Fast-Grip, 320 Litros, Cinza - Thule;Bagageiro;Thule;AutomÛveis e VeÌculos;None;None
Perfume Hot Water Zino Davidoff Eau de Toilette Masculino 60 ml;Perfume;Davidoff;CosmÈticos e Perfumaria;None;None
Aquarius Trip;Navegador Gps;Aquarius;EletrÙnicos;None;None
Colch„o Queen Pocket Silver Star Luxo - Branco (1,58x1, 98x0,28) - Castor;Colch„o;Castor;Casa e DecoraÁ„o;None;None
Helicoptero superhawk resgate rc3canais lj candide;HelicÛptero;Candide;Brinquedos;None;rc3canais
Samsung N150 Intel Atom N455 1.66 GHz 2048 MB 320 GB;Notebook;Samsung;Inform·tica;None;90cx
Cartucho de tinta HP 14 C5011D 26 Mls. Preto;Cartucho;HP;None;None;None
Roup„o Infantil GrÍmio Estampado Tamanho P - Lepper;Roup„o;Lepper;Moda e AcessÛrios;None;None
CÙmoda Barbie Power Pink 3 Gavetas 2 Portas Branca e Rosa - MÛveis Estrela;Barbie;MÛveis Estrela;Brinquedos;None;None
Mp5 Player Mp858 4gb Prata - Mixlaser;MP Player;Mixlaser;EletrÙnicos;Prata;mp858
Pendrive cruzer blade 8gb pack c/3 sandisk;Pendrive;Sandisk;Inform·tica;None;None
Fone de Ouvido Philips SHQ3000/10 - Vermelho;Fone de Ouvido;Philips;EletrÙnicos;None;None
Candide Laptop Power Max Steel;Notebook;Tecno;Inform·tica;None;64at
Colcha Casal Agapanthus 200 fios - Scavone;Colcha;Scavone;Casa e DecoraÁ„o;None;None
”culos de Sol Vick Preto - Sun John;Oculos;Sun John;Moda e AcessÛrios;None;None
RelÛgio Casio EdificeEFA-110D AnalÛgico Digital Masculino;RelÛgio;Casio;Moda e AcessÛrios;Branco;efa-110d-7av
Pen Drive LaCie Iamakey 4GB com Garantia de 1 ano - Lacie;Pendrive;Lacie;Inform·tica;None;None
Ovo de P·scoa Classic ao Leite N∫15 / 240g - NestlÈ;Ovo de P·scoa;NESTLE;Alimentos e Bebidas;None;None
RelÛgio Everlast E088 AnalÛgico Unisex;RelÛgio;Everlast;Moda e AcessÛrios;None;None
Estante Fechada c/ 4 Prateleiras - Castanho - Politorno;Estante;Politorno;Casa e DecoraÁ„o;None;None
Esteira Weslo G 5.9;Esteira EletrÙnica;Cadence;Esporte e Lazer;None;None
”culos de Sol Mormaii Acqua Feminino;Oculos;Mormaii;Moda e AcessÛrios;None;None
Jogo de Cama Solteiro PÈtra Branco 3 peÁas - Bernadete Casa;Jogo de LenÁol;Bernadete Casa;Casa e DecoraÁ„o;Branco;None
Electrolux Blue Touch LBT12 Superior 12 kg Branco;Lavadora de Roupa;Electrolux;EletrodomÈsticos;None;lbt12
Ventilador de Mesa 30cm V-32 Premium 3 Velocidades Preto 220v - Mondial;Ventilador;Mondial;EletrodomÈsticos;None;None
Telefone Pleno Cinza ¡rtico - Intelbras;Telefone;Intelbras;Telefonia;None;None
Cabo Subwoofer Special 3 Metros - Diamond Cable;Subwoofer;Diamond Cable;EletrÙnicos;None;None
Boneca Aninha Morena M - Buba;Boneca;Buba Toys;BebÍs e Cia;None;None
Polt. decoratica venus ac 3750 bege florida;Poltrona;American Comfort;Casa e DecoraÁ„o;Bege;None
Telefone sem Fio DECT 6.0 Digital Lyrix 500 - Vtech;Telefone;VTech;Telefonia;None;lyrix500
Capa de Prancha Atoalhada Mormaii Short Strech 6'0;Capa de Prancha;Mormaii;Moda e AcessÛrios;None;None
Carrinho Funny Verde LS2057 - Voyage;Carrinho de BebÍ;Voyage;BebÍs e Cia;Verde;ls2057
Mouse Optico 3 Botıes com Scroll;Mouse;Clone;Inform·tica;None;None
Jogo de Cama Solteiro Classic Branco Sianinha Prata 233 Fios - Plumasul;Jogo de LenÁol;Plumasul;Casa e DecoraÁ„o;Branco;None
L‚mpada HalÛgena H1 c/ 100W, 5000K e 12V Cristal Blue Extreme Off Road 24561 - Alper;L‚mpada;Alper;Casa e DecoraÁ„o;None;None
Piano Digital Compacto Privia Modelo PX-200 - Casio;Piano;Casio;None;None;None
Jogo de Cama Casal FlorenÁa Ninfa 150 Fios  Teka;Jogo de LenÁol;Teka;Casa e DecoraÁ„o;None;None
Mallory MSC 1200 Circular;Serra;Mallory;ConstruÁ„o e Ferramentas;None;None
Macac„o Barbara Beth BebÍ Rosa;Macac„o;Beth BebÍ;None;None;None
Grill Sanduicheira Mondial Easy Toast S-03;Sanduicheira;Mondial;EletrodomÈsticos;Branco;s-03
RelÛgio Mormaii FQ Digital Feminino;RelÛgio;Mormaii;Moda e AcessÛrios;None;None
Cartucho de Toner HP Q3973A Magenta HP;Cartucho;HP;None;None;None
Celular Semp Toshiba CTV75 Full Touch, TV Digital, C‚mera, Teclado Querty Virtual - Desbloqueado;Celular;Semp Toshiba STI;Telefonia;None;None
Faet 380;Mixer;Faet;EletrodomÈsticos;None;dt6
Sof· American Comfort Viggiano 3 Lugares;Sof·;American Comfort;Casa e DecoraÁ„o;None;None
Barbie escola de princesas castelo w5538 mattel;Barbie;Mattel;Brinquedos;None;w5538
ElÌptico Home Transport Classic CLT10 - Caloi;ElÌptico;Caloi;Esporte e Lazer;None;None
Forno de Micro-ondas 23 Litros MEF33 Branco - Electrolux;Microondas;Electrolux;EletrodomÈsticos;Branco;mef33
Atlas Tropical Plus Piso 6 Bocas Branco;Fog„o;Atlas;EletrodomÈsticos;None;crm50
Panela de Press„o 4,5L - Fortlar;Panela de Press„o;FortLar;Casa e DecoraÁ„o;None;None
Assadeira funda antiaderente 28 cm retro viva cor - Tramontina;Travessa;Tramontina;Casa e DecoraÁ„o;None;None
Coby CDRA147;Aparelho de Som;Coby;EletrÙnicos;None;None
Polar RS300X G1;Monitor CardÌaco;Polar;EletrÙnicos;Preto;rs300x
Agenda de Mesa Semanal 2011 Capa Nature Castanho Claro - Pombo;Agenda;Pombo;None;None;None
Cama Pet Coral Flower PP - FerPet;Cama;FerPet;Casa e DecoraÁ„o;None;None
Jogo need for speed: nitro wii - ea;Game;Wii;Games;None;None
Escorredor de Pratos Aramado Cromado - Tramontina;Escorredor;Tramontina;Casa e DecoraÁ„o;None;None
Hc 8020 modelador bob lise 2631000005 pr batiki;Modelador;Batiki;CosmÈticos e Perfumaria;None;None
L‚mpada Compacta de 85w. X 127v. Base e-40, Branca - FLC;L‚mpada;FLC;Casa e DecoraÁ„o;None;None
Ovo de P·scoa Alpino N∫21 / 500g - NestlÈ;Ovo de P·scoa;NESTLE;Alimentos e Bebidas;None;None
Fantasia Barbie Segredo das Fadas Luxo Tam. P - Sulamericana Fantasias;Barbie;Sulamericana;Brinquedos;None;None
Microsoft Wired 600 AlfanumÈrico;Teclado;Microsoft;Inform·tica;Preto;None
Force Line Office Security Plus Monovolt 1500 VA/W;No-Break;Force Line;Inform·tica;None;None
BalanÁa de Banheiro Digital em Vidro - Camry;BalanÁa Digital;Camry;Casa e DecoraÁ„o;None;None
Secador de Cabelos 1800W Õon Shine - Conair;Secador;Conair;EletrodomÈsticos;None;None
Samsung LN40B530 LCD Plana 40 Polegadas;TV;Samsung;EletrÙnicos;None;ln40b530
Perfume Sea & Sun Feminino #100ml - Salvador Dali;Perfume;Salvador Dali;CosmÈticos e Perfumaria;None;None
Player midia wd netflix 1080 pr bv western digital;TV;Western Digital;EletrÙnicos;None;None
Escada Multifuncional 4x2 - Mor;Impressora;Mor;Inform·tica;None;None
"Furadeira de Impacto Famastil 1/2"" 550W F-Power 220V";Furadeira / Parafusadeira;Famastil;ConstruÁ„o e Ferramentas;None;None
”culos Arpoador II Preto Floral/Rosa e Lente Vinho - Mormaii;Oculos;Mormaii;Moda e AcessÛrios;None;None
Arm·rio Itaim 1 Gaveta 2 Portas Branco - Politorno;Armario;Politorno;Casa e DecoraÁ„o;Branco;None
Ducha EletrÙnica Lorenzetti Jet Control Cor Branca e Cromada Com Jato Inteligente Multidirecional;Chuveiro;Lorenzetti;Casa e DecoraÁ„o;Branco;None
Batiki Form Hair SD36B;Secador;Batiki;EletrodomÈsticos;None;None
Nokia 7500 - GSM - Celular Vivo c/ C‚mera 2.0, MP3 Player, R·dio FM, Bluetooth e Cart„o de 512MB;Celular;Nokia;EletrÙnicos;None;None
Jogo de Cama Cs Queen Solaris 200 Fios - Juma;Jogo de LenÁol;Juma;Casa e DecoraÁ„o;None;None
Estojo Duplo Transformers Optimus Prime - Pacific;Estojo;Pacific;Papelaria e EscritÛrio;None;None
RelÛgio Mormaii DL AnalÛgico Digital Masculino;RelÛgio;Mormaii;Moda e AcessÛrios;None;None
Boneca Dream Collection Loira c/ Vestido Rosa - Importado;Boneca;Importado;BebÍs e Cia;None;None
Cartucho de Toner HP 305A CE411A Ciano;Cartucho;HP;None;None;None
Brastemp Fly B7V09AV 9,6 W;Aspirador de PÛ;Brastemp;EletrodomÈsticos;None;fly-b7v09
Batedeira  agili sx10 br 220v - arno;Batedeira;Arno;EletrodomÈsticos;None;mx-d850
Multiflon Volcano 40034 AlumÌnio 4;Conjunto de Panelas;Multiflon;Casa e DecoraÁ„o;None;None
Torneira de fechamento autom·tico para LavatÛrio de mesa - Lorenzetti;Torneira;Lorenzetti;None;None;None
Cartucho 60 Tricolor - CC643WL - HP;Cartucho;HP;Inform·tica;None;None
Infanti Vivo Life Simples;Carrinho de BebÍ;Infanti;BebÍs e Cia;None;None
Travesseiro Latex Theva Perfil Baixo 47x67cm - Copespuma;Travesseiro;Copespuma;Casa e DecoraÁ„o;None;None
Sony Bravia 3D KDL-60EX725 LED Plana 60 Polegadas;TV;Sony;EletrÙnicos;None;kdl-60ex725
Jogo de LenÁol 3 PeÁas Branca c/ Ursinho Azul - Plumasul;Jogo de LenÁol;Plumasul;Casa e DecoraÁ„o;None;None
Multifuncional Jato de Tinta Colorida Bivolt Stylus TX125 - Epson;Impressora;Epson;Inform·tica;None;tx125
Armario c/ prateleira dl-224 104458 tb jp ditalia;Armario;Dit·lia MÛveis;Casa e DecoraÁ„o;None;dl-224
ColoraÁ„o ImÈdia Excellence Creme 3.6 Acaju Borgonha - L'oreal;Tintura;L'OrÈal;CosmÈticos e Perfumaria;None;None
Conjunto de Facas Inox 7 Pcs Original - Tramontina;Conjunto de Facas;Tramontina;Casa e DecoraÁ„o;None;None
Cesto Inox Decorline 4,5L - Brinox;Cesto;Brinox;Casa e DecoraÁ„o;Inox;None
Tramontina ValÍncia 7 Litros;Panela de Press„o;Tramontina;Casa e DecoraÁ„o;None;None
Relogio Esportivo Unissex, Caixa Pl·stica e Pulseira em Silicone, Resistente ‡ ·gua 10m - Tam.P - Rosa Hot + Gr·tis 1 Adesivo - FW001-031- 4Fun;RelÛgio;4fun;Moda e AcessÛrios;Rosa;None
Bolsa de Ombro Feminina IÛdice Nature Vinho - IÛdice Denim;Bolsa;IÛdice Denim;Moda e AcessÛrios;None;None
Edredom de BerÁo Disney Nemo - Fitedi;Edredom;Fitedi;Casa e DecoraÁ„o;None;None
HP 12C Gold Financeira;Calculadora;HP;EletrÙnicos;None;12c
Edredom Vida Bela Casal 200 Fios Percal - La Viola - Kacyumara;Edredom;Kacyumara;Casa e DecoraÁ„o;None;None
Estante Dublin Cinza e Preto - Politorno;Estante;Politorno;Casa e DecoraÁ„o;None;None
Capa para Rebolo CÙnico Preta - Contempor‚nea;Capa;Contempor‚nea;None;None;None
Porta bolo 2 pÁs in7198 inox  -euro;Prato;Euro Home;Casa e DecoraÁ„o;Inox;in7198
Ultra Mixer Brit‚nia 110V;Mixer;Brit‚nia;EletrodomÈsticos;None;None
”culos de Sol Del Dourado - Sun John;Oculos;Sun John;Moda e AcessÛrios;None;None
Cadeira para AutomÛvel Neo Matrix 0 a 25kg Cinza/Vermelho - Burigotto;Cadeira;Burigotto;Brinquedos;None;None
Kit esportivo p/wii - 8 x1  18026 br clone;None;Clone;Kit;None;kdl-46cx525
Sanduicheira Grill 4 Branca 110v - Fama;Sanduicheira;Fama;EletrodomÈsticos;None;None
Faqueiro 30 peÁas com Escorredor de Talheres Laranja Casa Ambiente;Faqueiro;Casa Ambiente;Casa e DecoraÁ„o;Laranja;None
Pisc 1818;Webcam;Pisc;Inform·tica;Preto;None
Espumadeira silicone Preto Inox 35 cm - Brinox;Espumadeira;Brinox;Casa e DecoraÁ„o;None;None
Colch„o Sleep Max D33 Casal (138x188x18) - Espuma D33 Selada - Castor;Colch„o;Castor;Casa e DecoraÁ„o;None;None
Cadence Attuale LIQ793 1,5 Litros;Liquidificador;Cadence;EletrodomÈsticos;None;liq792
Faqueiro Inox c/ 42 pÁs - Classic Home;Faqueiro;Classic Home;Casa e DecoraÁ„o;Inox;None
RelÛgio Technos 2036BJ AnalÛgico Feminino;RelÛgio;Technos;Moda e AcessÛrios;None;2036bj/1k
Candide Pickup Ranger 4x4;Carro Controle Remoto;Candide;EletrÙnicos;None;None
Chuveiro Corona Banh„o Hand Control;Chuveiro;Corona;Casa e DecoraÁ„o;Branco;None
Curtlo Race;Mochila;Curtlo;Moda e AcessÛrios;None;None
Escrivaninha Infantil Carros Star Vermelho Pura Magia;Computador;Pura Magia;Inform·tica;None;None
Cadence BLD300;Processador de Alimentos;Cadence;EletrodomÈsticos;None;bld300
RelÛgio Digital Masculino Ironman Triathlon Esportivo TI5K414N  Amarelo - Timex;RelÛgio;Timex;Moda e AcessÛrios;None;ti5k414n
Cooler Formato Latinha - B˙falo - 70 latinhas;Cooler;B˙falo;Casa e DecoraÁ„o;None;None
Roup„o My Little Poney Felpudo Estampado G - My Little Poney;Roup„o;Lepper;Moda e AcessÛrios;None;None
Cabo Adaptador USB/Paralela Feasso FCA-10;Adaptador;Feasso;None;None;None
Perfume Lamborghini Mitico EDT #100ml;Perfume;Lamborghini;CosmÈticos e Perfumaria;None;None
LG Cookie KP570 GSM Desbloqueado;Celular;LG;Telefonia;None;None
Alicate de Crimpar FT-210C - Smart;Alicate;Smart;None;None;None
